playerID,birthYear,birthMonth,birthDay,birthCity,birthCountry,birthState,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,bbrefID,finalGame,retroID,deathDate,birthDate
allenlo02,1998.0,9.0,5.0,Altamonte Springs,USA,FL,,,,,,,Logan,Allen,Logan Taylor,190.0,72.0,R,L,2023-04-23,allenlo02,,allel003,,1998-09-05
allenlu01,1978.0,8.0,4.0,Covington,USA,GA,2022.0,4.0,26.0,USA,GA,Covington,Luke,Allen,Lucas Gale,208.0,74.0,L,R,2002-09-10,allenlu01,2003-07-17,allel001,2022-04-26,1978-08-04
allenmy01,1854.0,3.0,22.0,Kingston,USA,NY,1924.0,3.0,8.0,USA,NY,Kingston,Myron,Allen,Myron Smith,150.0,68.0,R,R,1883-07-19,allenmy01,1888-07-01,allem101,1924-03-08,1854-03-22
allenne01,1958.0,1.0,24.0,Kansas City,USA,KS,,,,,,,Neil,Allen,Neil Patrick,185.0,75.0,R,R,1979-04-15,allenne01,1989-09-19,allen001,,1958-01-24
allenne02,1901.0,5.0,19.0,Austin,USA,TX,1988.0,6.0,9.0,USA,OH,Cincinnati,Newt,Allen,Newton Henry,160.0,68.0,R,R,,allenne02,1947-08-17,allen102,1988-06-09,1901-05-19
allenni01,1888.0,9.0,14.0,Norton,USA,KS,1939.0,10.0,16.0,USA,IL,Hines,Nick,Allen,Artemus Ward,180.0,72.0,R,R,1914-05-01,allenni01,1920-10-02,allen101,1939-10-16,1888-09-14
allenni02,1998.0,10.0,8.0,San Diego,USA,CA,,,,,,,Nick,Allen,Nicholas Ryan,166.0,68.0,R,R,2022-04-19,allenni02,,allen002,,1998-10-08
allenpe01,1868.0,5.0,1.0,Columbiana,USA,OH,1946.0,4.0,15.0,USA,PA,Philadelphia,Pete,Allen,Jesse Hall,185.0,68.0,R,R,1893-08-04,allenpe01,1893-08-04,allep101,1946-04-15,1868-05-01
allenro02,1959.0,10.0,5.0,Los Angeles,USA,CA,,,,,,,Rod,Allen,Roderick Bernet,185.0,73.0,R,R,1983-04-07,allenro02,1988-10-02,aller001,,1959-10-05
allenro01,1943.0,12.0,23.0,Wampum,USA,PA,,,,,,,Ron,Allen,Ronald Frederick,205.0,75.0,B,R,1972-08-11,allenro01,1972-08-21,aller101,,1943-12-23
allensl01,1886.0,8.0,23.0,West Plains,USA,MO,1959.0,10.0,16.0,USA,TX,Lubbock,Sled,Allen,Fletcher Manson,180.0,73.0,R,R,1910-05-04,allensl01,1910-08-05,alles101,1959-10-16,1886-08-23
allenga01,1955.0,2.0,4.0,Culver City,USA,CA,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,allenga01,1985-08-23,alleg001,,1955-02-04
allenje01,1972.0,1.0,11.0,Anderson,USA,IN,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,allenje01,1999-05-29,allej001,,1972-01-11
alleyge01,1940.0,7.0,10.0,Richmond,USA,VA,,,,,,,Gene,Alley,Leonard Eugene,160.0,70.0,R,R,1963-09-04,alleyge01,1973-09-27,alleg101,,1940-07-10
allgeni01,1996.0,2.0,3.0,St. Louis,USA,MO,,,,,,,Nick,Allgeyer,Nicholas Joseph,225.0,75.0,L,L,2021-07-02,allgeni01,2021-07-02,allgn001,,1996-02-03
alliega01,1931.0,10.0,28.0,Statesville,USA,NC,2016.0,10.0,4.0,USA,TX,San Antonio,Gair,Allie,Gair Roosevelt,190.0,73.0,R,R,1954-04-13,alliega01,1954-09-26,allig101,2016-10-04,1931-10-28
alliebo01,1952.0,5.0,1.0,New Bedford,USA,MA,,,,,,,Bob,Allietta,Robert George,190.0,72.0,R,R,1975-05-06,alliebo01,1975-09-28,allib101,,1952-05-01
allisan01,1848.0,,,New York,USA,NY,1897.0,3.0,21.0,USA,NY,Brooklyn,Andy,Allison,Andrew Kent,150.0,70.0,,,1872-05-07,allisan01,1872-10-21,allia102,1897-03-21,
allisar01,1849.0,1.0,29.0,Philadelphia,USA,PA,1916.0,2.0,25.0,USA,DC,Washington,Art,Allison,Arthur Algernon,150.0,68.0,,,1871-05-04,allisar01,1876-10-05,allia101,1916-02-25,1849-01-29
allisbi01,1850.0,7.0,16.0,New York,USA,NY,1887.0,1.0,25.0,USA,NY,Brooklyn,Bill,Allison,William,,,,,1872-05-21,allisbi01,1872-07-04,allib102,1887-01-25,1850-07-16
allisbo01,1934.0,7.0,11.0,Raytown,USA,MO,1995.0,4.0,9.0,USA,AZ,Rio Verde,Bob,Allison,William Robert,205.0,75.0,R,R,1958-09-16,allisbo01,1970-09-29,allib103,1995-04-09,1934-07-11
allisda01,1966.0,8.0,14.0,Front Royal,USA,VA,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,allisda01,1991-05-23,allid001,,1966-08-14
allisdo01,1846.0,7.0,12.0,Philadelphia,USA,PA,1916.0,12.0,19.0,USA,DC,Washington,Doug,Allison,Douglas L.,160.0,70.0,R,R,1871-05-05,allisdo01,1883-07-13,allid101,1916-12-19,1846-07-12
allisma01,1887.0,1.0,23.0,Owensboro,USA,KY,1964.0,3.0,13.0,USA,MO,Mount Vernon,Mack,Allison,Mack Pendleton,185.0,73.0,R,R,1911-09-13,allisma01,1913-08-20,allim102,1964-03-13,1887-01-23
allismi01,1890.0,10.0,16.0,Elk Rapids,USA,MI,1957.0,6.0,18.0,USA,WI,Kenosha,Milo,Allison,Milo Henry,163.0,72.0,L,R,1913-09-26,allismi01,1917-06-29,allim101,1957-06-18,1890-10-16
allrebe01,1965.0,6.0,4.0,Mesa,USA,AZ,,,,,,,Beau,Allred,Dale LeBeau,190.0,72.0,L,L,1989-09-07,allrebe01,1991-06-25,allrb001,,1965-06-04
almadme01,1913.0,2.0,7.0,Huatabampo,Mexico,Sonora,1988.0,8.0,13.0,Mexico,Sonora,Caborca,Mel,Almada,Baldomero Melo,170.0,72.0,L,L,1933-09-08,almadme01,1939-10-01,almam101,1988-08-13,1913-02-07
almanar01,1972.0,10.0,26.0,El Paso,USA,TX,,,,,,,Armando,Almanza,Armando,205.0,75.0,L,L,1999-07-29,almanar01,2005-07-20,almaa001,,1972-10-26
almanca01,1973.0,11.0,6.0,Santiago,D.R.,Santiago,,,,,,,Carlos,Almanzar,Carlos Manuel,166.0,74.0,R,R,1997-09-04,almanca01,2005-04-30,almac001,,1973-11-06
almeira01,1887.0,6.0,30.0,Havana,Cuba,La Habana,1969.0,3.0,18.0,Cuba,La Habana,Havana,Rafael,Almeida,Rafael D.,164.0,69.0,R,R,1911-07-04,almeira01,1913-07-18,almer101,1969-03-18,1887-06-30
almonbi01,1952.0,11.0,21.0,Providence,USA,RI,,,,,,,Bill,Almon,William Francis,180.0,75.0,R,R,1974-09-02,almonbi01,1988-06-14,almob001,,1952-11-21
almonab01,1989.0,6.0,27.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Abraham,Almonte,Abraham,223.0,70.0,B,R,2013-08-30,almonab01,2022-10-05,almoa001,,1989-06-27
almoned01,1976.0,12.0,17.0,Santiago,D.R.,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,almoned01,2003-09-10,almoe002,,1976-12-17
almoner01,1978.0,2.0,1.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Erick,Almonte,Erick R.,245.0,74.0,R,R,2001-09-04,almoner01,2011-04-25,almoe001,,1978-02-01
almonhe01,1975.0,10.0,17.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Hector,Almonte,Hector Radhames,190.0,74.0,R,R,1999-07-26,almonhe01,2003-09-28,almoh001,,1975-10-17
almonmi01,1993.0,4.0,4.0,Santiago,D.R.,Santiago,,,,,,,Miguel,Almonte,Miguel Emilio,210.0,73.0,R,R,2015-09-01,almonmi01,2018-09-29,almom001,,1993-04-04
almonye01,1994.0,6.0,4.0,Miami,USA,FL,,,,,,,Yency,Almonte,Yency,223.0,77.0,R,R,2018-06-21,almonye01,,almoy001,,1994-06-04
almonzo01,1989.0,6.0,10.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Zoilo,Almonte,Zoilo Manuel,205.0,72.0,B,R,2013-06-19,almonzo01,2014-07-30,almoz001,,1989-06-10
almoral01,1994.0,4.0,16.0,Hialeah,USA,FL,,,,,,,Albert,Almora,Reinaldo Albert,190.0,74.0,R,R,2016-06-07,almoral01,2022-09-06,almoa002,,1994-04-16
alomalu01,1923.0,6.0,19.0,Havana,Cuba,La Habana,1997.0,4.0,7.0,USA,IL,Park Ridge,Luis,Aloma,Luis,195.0,74.0,R,R,1950-04-19,alomalu01,1953-08-30,aloml101,1997-04-07,1923-06-19
alomaro01,1968.0,2.0,5.0,Ponce,P.R.,,,,,,,,Roberto,Alomar,Roberto,184.0,72.0,B,R,1988-04-22,alomaro01,2004-09-05,alomr001,,1968-02-05
alomasa01,1943.0,10.0,19.0,Salinas,P.R.,,,,,,,,Sandy,Alomar,Santos,140.0,69.0,B,R,1964-09-15,alomasa01,1978-09-30,aloms101,,1943-10-19
alomasa02,1966.0,6.0,18.0,Salinas,P.R.,,,,,,,,Sandy,Alomar,Santos,200.0,77.0,R,R,1988-09-30,alomasa02,2007-09-30,aloms001,,1966-06-18
alonspe01,1994.0,12.0,7.0,Tampa,USA,FL,,,,,,,Pete,Alonso,Peter Morgan,253.0,74.0,R,R,2019-03-28,alonspe01,,alonp001,,1994-12-07
alonsyo01,1987.0,4.0,8.0,Havana,Cuba,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,alonsyo01,2019-09-29,alony001,,1987-04-08
aloufe01,1935.0,5.0,12.0,Bajos de Haina,D.R.,San Cristóbal,,,,,,,Felipe,Alou,Felipe Rojas,195.0,72.0,R,R,1958-06-08,aloufe01,1974-04-24,alouf101,,1935-05-12
alouje01,1942.0,3.0,24.0,Bajos de Haina,D.R.,San Cristóbal,2023.0,3.0,10.0,D.R.,Distrito Nacional,Santo Domingo,Jesus,Alou,Jesus Maria Rojas,190.0,74.0,R,R,1963-09-10,alouje01,1979-09-29,alouj101,2023-03-10,1942-03-24
alouma01,1938.0,12.0,22.0,Bajos de Haina,D.R.,San Cristóbal,2011.0,11.0,3.0,D.R.,Distrito Nacional,Santo Domingo,Matty,Alou,Mateo Rojas,160.0,69.0,L,L,1960-09-26,alouma01,1974-06-21,aloum101,2011-11-03,1938-12-22
aloumo01,1966.0,7.0,3.0,Atlanta,USA,GA,,,,,,,Moises,Alou,Moises Rojas,185.0,75.0,R,R,1990-07-26,aloumo01,2008-06-10,aloum001,,1966-07-03
alperwh01,1879.0,11.0,10.0,Etna,USA,PA,1942.0,12.0,25.0,USA,PA,Pittsburgh,Whitey,Alpermann,Charles Augustus,180.0,70.0,R,R,1906-04-13,alperwh01,1909-10-02,alpew101,1942-12-25,1879-11-10
alstode01,1952.0,9.0,22.0,Valhalla,USA,NY,,,,,,,Dell,Alston,Wendell,180.0,72.0,L,R,1977-05-17,alstode01,1980-10-04,alstd101,,1952-09-22
alstoga01,1971.0,12.0,8.0,Mount Vernon,USA,NY,,,,,,,Garvin,Alston,Garvin James,185.0,74.0,R,R,1996-06-06,alstoga01,1996-06-18,alstg001,,1971-12-08
alstoto01,1926.0,1.0,31.0,Greensboro,USA,NC,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,alstoto01,1957-09-29,alstt101,1993-12-30,1926-01-31
alstowa01,1911.0,12.0,1.0,Venice,USA,OH,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,alstowa01,1936-09-27,alstw101,1984-10-01,1911-12-01
altampo01,1952.0,5.0,17.0,Wiscaran Valley Ciudad Dario,Nicaragua,Matagalpa,,,,,,,Porfi,Altamirano,Porfirio,175.0,72.0,R,R,1982-05-09,altampo01,1984-06-08,altap001,,1952-05-17
altavda01,1992.0,9.0,8.0,McKeesport,USA,PA,,,,,,,Dan,Altavilla,Daniel,226.0,71.0,R,R,2016-08-27,altavda01,,altad001,,1992-09-08
altener01,1894.0,12.0,1.0,Avon,USA,OH,1981.0,9.0,9.0,USA,CA,Napa,Ernie,Alten,Ernest Matthias,175.0,72.0,R,L,1920-04-17,altener01,1920-06-30,altee101,1981-09-09,1894-12-01
altenje01,1893.0,1.0,2.0,Ashley,USA,MI,1973.0,3.0,12.0,USA,MI,Lansing,Jesse,Altenburg,Jesse Howard,158.0,69.0,L,R,1916-09-19,altenje01,1917-05-17,altej101,1973-03-12,1893-01-02
altheaa01,1991.0,1.0,14.0,Landstuhl,Germany,Rhineland-Palatinate,,,,,,,Aaron,Altherr,Aaron Samuel,215.0,77.0,R,R,2014-06-16,altheaa01,2019-08-23,altha001,,1991-01-14
altizda01,1876.0,11.0,6.0,Pearl,USA,IL,1964.0,5.0,14.0,USA,IL,Pleasant Hill,Dave,Altizer,David Tilden,160.0,70.0,L,R,1906-05-29,altizda01,1911-07-10,altid101,1964-05-14,1876-11-06
altmage01,1933.0,3.0,20.0,Goldsboro,USA,NC,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,altmage01,1967-10-01,altmg101,,1933-03-20
altobjo01,1932.0,5.0,26.0,Detroit,USA,MI,2021.0,3.0,3.0,USA,NY,Rochester,Joe,Altobelli,Joseph Salvatore,185.0,72.0,L,L,1955-04-14,altobjo01,1961-10-01,altoj101,2021-03-03,1932-05-26
altroni01,1876.0,9.0,15.0,Cincinnati,USA,OH,1965.0,1.0,20.0,USA,DC,Washington,Nick,Altrock,Nicholas,197.0,70.0,B,L,1898-07-14,altroni01,1933-10-01,altrn101,1965-01-20,1876-09-15
altuvjo01,1990.0,5.0,6.0,Puerto Cabello,Venezuela,Carabobo,,,,,,,Jose,Altuve,Jose Carlos,166.0,66.0,R,R,2011-07-20,altuvjo01,,altuj001,,1990-05-06
aluja01,1997.0,4.0,6.0,Hamilton,USA,NJ,,,,,,,Jake,Alu,Jacob Philip,186.0,70.0,L,R,2023-05-09,aluja01,2023-10-01,alu-j001,,1997-04-06
alusige01,1935.0,2.0,11.0,Ashley,USA,PA,2018.0,4.0,20.0,USA,NJ,Woodbridge,George,Alusik,George Joseph,175.0,75.0,R,R,1958-09-11,alusige01,1964-10-02,alusg101,2018-04-20,1935-02-11
alvarjo03,1995.0,5.0,21.0,Maracaibo,Venezuela,Zulia,,,,,,,Jose,Alvarado,Jose Antonio,240.0,72.0,L,L,2017-05-03,alvarjo03,,alvaj004,,1995-05-21
alvarlu01,1949.0,1.0,15.0,Lajas,P.R.,,2001.0,3.0,20.0,P.R.,,Lajas,Luis,Alvarado,Luis Cesar,162.0,69.0,R,R,1968-09-13,alvarlu01,1977-04-30,alval101,2001-03-20,1949-01-15
alvarab01,1982.0,10.0,17.0,Los Angeles,USA,CA,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,alvarab01,2006-05-21,alvaa001,,1982-10-17
alvarar01,1994.0,7.0,14.0,Miami,USA,FL,,,,,,,Armando,Alvarez,Armando Francisco,189.0,72.0,R,R,2024-06-22,alvarar01,,alvaa002,,1994-07-14
alvarcl01,1968.0,5.0,18.0,Guanta,Venezuela,Anzoátegui,,,,,,,Clemente,Alvarez,Clemente Rafael,180.0,71.0,R,R,2000-09-19,alvarcl01,2000-10-01,alvac001,,1968-05-18
alvarda02,1988.0,11.0,7.0,Camagüey,Cuba,Camagüey,,,,,,,Dariel,Alvarez,Dariel,180.0,74.0,R,R,2015-08-28,alvarda02,2016-07-25,alvad002,,1988-11-07
alvarda01,1989.0,1.0,17.0,Santiago,D.R.,Santiago,,,,,,,Dario,Alvarez,Dario Rafael,170.0,73.0,L,L,2014-09-03,alvarda01,2017-06-28,alvad001,,1989-01-17
alvared01,1990.0,1.0,30.0,Miami,USA,FL,,,,,,,Eddy,Alvarez,Eduardo Cortes,185.0,69.0,L,R,2020-08-05,alvared01,,alvae001,,1990-01-30
alvarfr01,2001.0,11.0,19.0,Guatire,Venezuela,Miranda,,,,,,,Francisco,Alvarez,Francisco Javier,242.0,70.0,R,R,2022-09-30,alvarfr01,,alvaf001,,2001-11-19
alvarga01,1974.0,3.0,6.0,Navojoa,Mexico,Sonora,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,alvarga01,2000-09-30,alvag001,,1974-03-06
alvarhe01,1990.0,4.0,18.0,Valencia,Venezuela,Carabobo,,,,,,,Henderson,Alvarez,Henderson Javier,205.0,72.0,R,R,2011-08-10,alvarhe01,2017-09-30,alvah001,,1990-04-18
alvarjo01,1956.0,4.0,12.0,Tampa,USA,FL,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,alvarjo01,1989-06-24,alvaj001,,1956-04-12
alvarjo02,1989.0,5.0,6.0,Barcelona,Venezuela,Anzoátegui,,,,,,,Jose,Alvarez,Jose Ricardo,195.0,71.0,L,L,2013-06-09,alvarjo02,2022-06-11,alvaj003,,1989-05-06
alvarju01,1973.0,8.0,9.0,Coral Gables,USA,FL,,,,,,,Juan,Alvarez,Juan Manuel,180.0,73.0,L,L,1999-09-01,alvarju01,2003-06-03,alvaj002,,1973-08-09
alvarna01,2003.0,4.0,11.0,Fontana,USA,CA,,,,,,,Nacho,Alvarez,Ignacio,190.0,70.0,R,R,2024-07-22,alvarna01,,alvan001,,2003-04-11
alvaror01,1952.0,2.0,28.0,Rio Grande,P.R.,,2016.0,3.0,31.0,P.R.,,Rio Grande,Orlando,Alvarez,Jesus Manuel Orlando,165.0,72.0,R,R,1973-09-01,alvaror01,1976-06-18,alvao102,2016-03-31,1952-02-28
alvaros01,1933.0,10.0,19.0,Bolondron,Cuba,Matanzas,2008.0,3.0,8.0,Mexico,Jalisco,Guadalajara,Ossie,Alvarez,Oswaldo,165.0,70.0,R,R,1958-04-19,alvaros01,1959-04-26,alvao101,2008-03-08,1933-10-19
alvarpe01,1987.0,2.0,6.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,alvarpe01,2018-06-15,alvap001,,1987-02-06
alvarrj01,1991.0,6.0,8.0,West Palm Beach,USA,FL,,,,,,,R. J.,Alvarez,Roy Emilio,238.0,73.0,R,R,2014-09-03,alvarrj01,2022-08-16,alvar001,,1991-06-08
alvarro01,1938.0,4.0,18.0,Pinar del Río,Cuba,Pinar del Río,2012.0,11.0,30.0,USA,FL,Hialeah,Rogelio,Alvarez,Rogelio,183.0,71.0,R,R,1960-09-18,alvarro01,1962-09-28,alvar101,2012-11-30,1938-04-18
alvarta01,1971.0,11.0,25.0,Ciudad Obregon,Mexico,Sonora,,,,,,,Tavo,Alvarez,Cesar Octavio,245.0,75.0,R,R,1995-08-21,alvarta01,1996-09-29,alvat001,,1971-11-25
alvarto01,1979.0,5.0,10.0,Caracas,Venezuela,Distrito Capital,,,,,,,Tony,Alvarez,Antonio Enrique,200.0,73.0,R,R,2002-09-04,alvarto01,2004-10-03,alvat002,,1979-05-10
alvarvi01,1976.0,11.0,8.0,Culiacan,Mexico,Sinaloa,,,,,,,Victor,Alvarez,Victor Aurelio,150.0,70.0,L,L,2002-07-30,alvarvi01,2003-08-26,alvav001,,1976-11-08
alvarwi01,1970.0,3.0,24.0,Maracaibo,Venezuela,Zulia,,,,,,,Wilson,Alvarez,Wilson Eduardo,175.0,73.0,L,L,1989-07-24,alvarwi01,2005-09-28,alvaw001,,1970-03-24
alvaryo01,1997.0,6.0,27.0,Las Tunas,Cuba,Las Tunas,,,,,,,Yordan,Alvarez,Yordan Ruben,225.0,77.0,L,R,2019-06-09,alvaryo01,,alvay001,,1997-06-27
alvisma01,1938.0,2.0,2.0,Jasper,USA,TX,,,,,,,Max,Alvis,Roy Maxwell,185.0,71.0,R,R,1962-09-11,alvisma01,1970-09-27,alvim101,,1938-02-02
alvorbi01,1863.0,8.0,10.0,St. Louis,USA,MO,1927.0,4.0,7.0,USA,FL,St. Petersburg,Billy,Alvord,William Crawford,187.0,70.0,R,R,1885-04-30,alvorbi01,1893-07-08,alvob101,1927-04-07,1863-08-10
alyeabr01,1940.0,12.0,8.0,Passaic,USA,NJ,2024.0,2.0,4.0,USA,PA,Huntingdon Valley,Brant,Alyea,Garrabrant Ryerson,215.0,75.0,R,R,1965-09-11,alyeabr01,1972-10-03,alyeb101,2024-02-04,1940-12-08
alzolad01,1995.0,3.0,1.0,Puerto Ordaz,Venezuela,Bolivar,,,,,,,Adbert,Alzolay,Adbert Marcelo,208.0,73.0,R,R,2019-06-20,alzolad01,,alzoa001,,1995-03-01
amadoad01,2003.0,4.0,11.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Adael,Amador,Adael Alexander,200.0,71.0,B,R,2024-06-09,amadoad01,,amada001,,2003-04-11
amalfjo01,1934.0,1.0,23.0,San Pedro,USA,CA,,,,,,,Joey,Amalfitano,John Joseph,175.0,71.0,R,R,1954-05-02,amalfjo01,1967-06-27,amalj101,,1934-01-23
amarari01,1962.0,4.0,1.0,Visalia,USA,CA,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,amarari01,2000-06-14,amarr001,,1962-04-01
amarial01,1989.0,4.0,6.0,Barcelona,Venezuela,Anzoátegui,,,,,,,Alexi,Amarista,Alexi Jose,160.0,66.0,L,R,2011-04-26,amarial01,2017-10-01,amara001,,1989-04-06
amaroru01,1936.0,1.0,6.0,Nuevo Laredo,Mexico,Tamaulipas,2017.0,3.0,31.0,USA,FL,Weston,Ruben,Amaro,Ruben,170.0,71.0,R,R,1958-07-15,amaroru01,1969-09-28,amarr101,2017-03-31,1936-01-06
amaroru02,1965.0,2.0,12.0,Philadelphia,USA,PA,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,amaroru02,1998-09-27,amarr002,,1965-02-12
amayaja01,1998.0,9.0,3.0,El Monte,USA,CA,,,,,,,Jacob,Amaya,Jacob Carlos,180.0,72.0,R,R,2023-06-18,amayaja01,,amayj001,,1998-09-03
amayami01,1999.0,3.0,9.0,Chitre,Panama,Herrera,,,,,,,Miguel,Amaya,Miguel Antonio,230.0,72.0,R,R,2023-05-04,amayami01,,amaym001,,1999-03-09
amblewa01,1915.0,11.0,8.0,Abington,USA,PA,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,amblewa01,1939-09-04,amblw101,1998-01-03,1915-11-08
ambrech01,1979.0,12.0,19.0,Beaumont,USA,TX,,,,,,,Chip,Ambres,Raymond Payne,190.0,73.0,R,R,2005-07-20,ambrech01,2008-09-28,ambrc001,,1979-12-19
ambrihe01,1984.0,5.0,24.0,Orange,USA,CA,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,ambrihe01,2014-05-07,ambrh001,,1984-05-24
amburtr01,1994.0,10.0,24.0,Lake Worth,USA,FL,,,,,,,Trey,Amburgey,Tommy Wayne,210.0,74.0,R,R,2021-07-16,amburtr01,2021-07-18,ambut001,,1994-10-24
amelued01,1959.0,4.0,13.0,Fullerton,USA,CA,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,amelued01,1986-07-07,amele001,,1959-04-13
amesre01,1882.0,8.0,2.0,Warren,USA,OH,1936.0,10.0,8.0,USA,OH,Warren,Red,Ames,Leon Kessling,185.0,70.0,B,R,1903-09-14,amesre01,1919-09-25,amesr101,1936-10-08,1882-08-02
amesst01,1988.0,3.0,15.0,Vancouver,USA,WA,,,,,,,Steve,Ames,Steven Charles,205.0,73.0,R,R,2013-07-30,amesst01,2013-08-11,amess001,,1988-03-15
amezaal01,1978.0,1.0,16.0,Ciudad Obregon,Mexico,Sonora,,,,,,,Alfredo,Amezaga,Alfredo,165.0,71.0,B,R,2002-05-24,amezaal01,2011-09-04,ameza001,,1978-01-16
amoledo01,1874.0,1.0,1.0,Coatesville,USA,PA,1912.0,3.0,9.0,USA,DE,Wilmington,Doc,Amole,Morris F.,165.0,69.0,R,L,1897-08-19,amoledo01,1898-05-17,amold101,1912-03-09,1874-01-01
amorvi01,1932.0,8.0,8.0,Havana,Cuba,La Habana,,,,,,,Vicente,Amor,Vicente,182.0,75.0,R,R,1955-04-16,amorvi01,1957-08-26,amorv101,,1932-08-08
amorosa01,1930.0,1.0,30.0,Matanzas,Cuba,Matanzas,1992.0,6.0,27.0,USA,FL,Miami,Sandy,Amoros,Edmundo,170.0,67.0,L,L,1952-08-22,amorosa01,1960-10-02,amors101,1992-06-27,1930-01-30
anckewa01,1893.0,4.0,10.0,New York,USA,NY,1954.0,2.0,13.0,USA,NJ,Englewood,Walter,Ancker,Walter,190.0,73.0,R,R,1915-09-03,anckewa01,1915-09-14,anckw101,1954-02-13,1893-04-10
anderla02,1953.0,5.0,6.0,Portland,USA,OR,,,,,,,Larry,Andersen,Larry Eugene,200.0,75.0,R,R,1975-09-05,anderla02,1994-07-31,andel001,,1953-05-06
anderal01,1914.0,1.0,28.0,Gainesville,USA,GA,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,anderal01,1946-04-21,andea102,1985-06-23,1914-01-28
anderal02,1964.0,1.0,7.0,Lancaster,USA,OH,,,,,,,Allan,Anderson,Allan Lee,178.0,71.0,L,L,1986-06-11,anderal02,1991-10-06,andea001,,1964-01-07
anderan01,1922.0,11.0,13.0,Bremerton,USA,WA,1982.0,7.0,18.0,USA,WA,Seattle,Andy,Anderson,Andy Holm,172.0,71.0,R,R,1948-05-10,anderan01,1949-10-02,andea101,1982-07-18,1922-11-13
robinbi01,1865.0,1.0,19.0,Spencer County,USA,KY,1936.0,5.0,5.0,USA,KY,Taylorsville,Bill,Anderson,William,,,,,1889-08-12,robinbi01,1889-08-12,robib103,1936-05-05,1865-01-19
anderbi01,1895.0,11.0,28.0,Boston,USA,MA,1983.0,3.0,13.0,USA,MA,Medford,Bill,Anderson,William Edward,165.0,73.0,R,L,1925-09-10,anderbi01,1925-09-17,andeb103,1983-03-13,1895-11-28
anderbo01,1935.0,9.0,29.0,East Chicago,USA,IN,2015.0,3.0,12.0,USA,OK,Tulsa,Bob,Anderson,Robert Carl,210.0,76.0,R,R,1957-07-31,anderbo01,1963-09-25,andeb102,2015-03-12,1935-09-29
anderbr01,1964.0,1.0,18.0,Silver Spring,USA,MD,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,anderbr01,2002-05-20,andeb001,,1964-01-18
anderbr04,1988.0,2.0,1.0,Midland,USA,TX,,,,,,,Brett,Anderson,Brett Franklin,230.0,76.0,L,L,2009-04-10,anderbr04,2021-10-03,andeb004,,1988-02-01
anderbr02,1972.0,4.0,26.0,Portsmouth,USA,VA,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,anderbr02,2005-05-08,andeb002,,1972-04-26
anderbr03,1982.0,3.0,11.0,Tucson,USA,AZ,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,anderbr03,2009-10-04,andeb003,,1982-03-11
anderbr06,1993.0,5.0,19.0,Edmond,USA,OK,,,,,,,Brian,Anderson,Brian Wade,208.0,75.0,R,R,2017-09-01,anderbr06,,andeb006,,1993-05-19
anderbr05,1986.0,12.0,16.0,Thousand Oaks,USA,CA,,,,,,,Bryan,Anderson,Bryan Douglas,200.0,73.0,L,R,2010-04-15,anderbr05,2015-10-04,andeb005,,1986-12-16
